,hectares,ons_label,oa_2001,ward_2001,local_authority_2001,is_inner_london,walkability_score_m1,walkability_score_m2,walkability_score_m3,oa_occupied_household_space_count,residential_density,residential_density_decile,partial_walkability_score_m1,partial_walkability_score_m2,partial_walkability_score_m3,pop_weighted_centroid_lon,pop_weighted_centroid_lat,tree_count,trees_per_hectare,trees_per_hectare_decile,cluster
20673,4.642209375,00BBGL0012,00BBGL0012,Forest Gate South,Newham,False,11,11,10,123,26.49600439,4,7,7,6,0.033180825565225974,51.54785853290833,21.0,4.523708067346703,4,0
20674,2.7458822266,00BBGM0006,00BBGM0006,Green Street East,Newham,False,16,16,15,115,41.8808931,6,10,10,9,0.03446272317056217,51.54539389931258,42.0,15.295630523820806,9,3
20675,1.9566554688,00BBGM0007,00BBGM0007,Green Street East,Newham,False,18,18,17,106,54.17407494,8,10,10,9,0.03433341490874874,51.54456431949194,18.0,9.199371216353816,7,3
20676,2.9602986328,00BBGM0031,00BBGM0031,Green Street East,Newham,False,21,20,21,123,41.54986211,6,15,14,15,0.03350144342354736,51.5464770972976,42.0,14.187757793974415,8,1
20677,1.8886410156,00BBGM0004,00BBGM0004,Green Street East,Newham,False,21,21,20,125,66.18515587,9,12,12,11,0.03761508783965335,51.54564313904406,28.0,14.825474914884614,9,3
20678,1.9989097656,00BBGM0005,00BBGM0005,Green Street East,Newham,False,12,12,11,124,62.0338157,8,4,4,3,0.038803860838283806,51.545037960500316,26.0,13.00709038869283,8,0
20679,2.0465373047,00BBGM0008,00BBGM0008,Green Street East,Newham,False,11,10,9,116,56.68110703,8,3,2,2,0.0389812231844387,51.54442427490512,24.0,11.727125591545537,8,0
20680,1.7858419922,00BBGM0012,00BBGM0012,Green Street East,Newham,False,12,12,11,101,56.55595537,8,4,4,3,0.039597370810474077,51.545560130528195,21.0,11.75915903630973,8,0
20681,2.3648550781,00BBGQ0026,00BBGQ0026,Manor Park,Newham,False,14,16,15,114,48.20591378,7,7,9,8,0.040589808146691615,51.54685310481555,16.0,6.765742285085355,6,0
20682,2.3056191406,00BBGQ0027,00BBGQ0027,Manor Park,Newham,False,18,18,17,127,55.08281822,8,10,10,9,0.03901034545933912,51.54707570955883,29.0,12.577966364580586,8,3
20683,1.872871875,00BBGM0030,00BBGM0030,Green Street East,Newham,False,8,8,8,111,59.26726835,8,2,2,2,0.03755508853134414,51.54665675650006,37.0,19.75575611652559,9,0
20684,3.0250482422,00BBGH0023,00BBGH0023,East Ham North,Newham,False,12,11,10,111,36.69362969,6,6,5,4,0.045279572524076425,51.53825265799925,14.0,4.628025366570136,4,0
20685,3.6094964844,00BBGH0021,00BBGH0021,East Ham North,Newham,False,19,19,18,115,31.8603995,5,14,14,13,0.04294976117394567,51.538843610156775,45.0,12.467112849253894,8,3
20686,6.9981992188,00BBGH0010,00BBGH0010,East Ham North,Newham,False,16,18,18,123,17.57595006,2,14,16,16,0.04842627762750486,51.541789433479565,151.0,21.57697934553689,9,1
20687,6.860078125,00BBGH0013,00BBGH0013,East Ham North,Newham,False,18,20,19,106,15.45171907,2,16,18,17,0.04390660693857987,51.5406308759669,182.0,26.53031010488674,10,1
20688,3.5519851563,00BBGH0018,00BBGH0018,East Ham North,Newham,False,12,11,10,104,29.27940164,4,8,7,6,0.05771700321448684,51.54205488042246,23.0,6.475252285107643,5,2
20689,2.5050982422,00BBGH0020,00BBGH0020,East Ham North,Newham,False,15,15,14,109,43.51126761,7,8,8,7,0.05299498413148552,51.54012325149231,18.0,7.1853469443945785,6,3
20690,4.6415175781,00BBGW0002,00BBGW0002,Wall End,Newham,False,11,11,11,155,33.39425035,5,6,6,6,0.058048086272947295,51.54025142977909,41.0,8.833317834117372,7,0
20691,1.7323328125,00BBGW0024,00BBGW0024,Wall End,Newham,False,11,10,10,89,51.37580917,7,4,3,3,0.056861787515682057,51.539847781106545,22.0,12.699638222663983,8,0
20692,2.2859349609,00BBGW0026,00BBGW0026,Wall End,Newham,False,19,19,18,117,51.18255856,7,12,12,11,0.05581896371916932,51.53875546245744,16.0,6.999324247484542,6,3
20693,2.1642291016,00BBGH0011,00BBGH0011,East Ham North,Newham,False,12,11,10,105,48.51612055,7,5,4,3,0.05251262901080066,51.54279982690447,11.0,5.082641200909725,5,0
20694,2.0223287109,00BBGW0029,00BBGW0029,Wall End,Newham,False,8,8,8,112,55.38169903,8,2,2,2,0.05534590871655866,51.53814595308521,15.0,7.417191833925221,6,0
20695,1.2508313477,00BHGR0019,00BHGR0019,William Morris,Waltham Forest,False,16,16,15,115,91.93885348,10,6,6,5,-0.02448560777356159,51.59121045748789,20.0,15.989365821999538,9,3
20696,2.5290498047,00BBGQ0003,00BBGQ0003,Manor Park,Newham,False,13,12,12,118,46.65783955,7,6,5,5,0.04372211760866574,51.544624146234604,13.0,5.1402704588263655,5,0
20697,6.4024867188,00BBGQ0025,00BBGQ0025,Manor Park,Newham,False,17,17,16,110,17.18082439,2,15,15,14,0.04276580539760158,51.547390765353846,16.0,2.4990290027495496,3,1
20698,1.8381480469,00BBGQ0029,00BBGQ0029,Manor Park,Newham,False,9,9,9,124,67.45920178,9,2,2,2,0.043479202139275135,51.54615533582137,21.0,11.424542237180559,8,0
20699,2.0465986328,00BBGQ0033,00BBGQ0033,Manor Park,Newham,False,21,20,19,100,48.86155908,7,14,13,12,0.04294112331758035,51.54531579832892,22.0,10.749542996567568,7,3
20700,4.0591167969,00BBGQ0028,00BBGQ0028,Manor Park,Newham,False,16,16,15,139,34.24390254,5,11,11,10,0.04721912997578416,51.5474426287434,14.0,3.449026155318315,3,2
20701,1.9665895508,00BBGQ0031,00BBGQ0031,Manor Park,Newham,False,13,13,12,137,69.66374857,9,4,4,3,0.04704859935424297,51.54592494116938,32.0,16.271824482634184,9,0
20702,3.4449875,00BBGH0025,00BBGH0025,East Ham North,Newham,False,20,20,19,127,36.86515553,6,14,14,13,0.04992075089113395,51.54686847942227,33.0,9.579134902521417,7,3
20703,1.4589201172,00BBGQ0030,00BBGQ0030,Manor Park,Newham,False,12,12,11,98,67.17297187,9,3,3,2,0.04684663103937783,51.54663079423122,23.0,15.765085235881346,9,0
20704,3.64891875,00BHGR0014,00BHGR0014,William Morris,Waltham Forest,False,26,27,27,120,32.88645438,5,20,20,20,-0.019077755645395326,51.59140436438371,142.0,38.91563768034024,10,1
20705,2.4354613281,00BBGH0026,00BBGH0026,East Ham North,Newham,False,16,15,14,140,57.48397578,8,8,7,6,0.050962296614545204,51.54623157723816,33.0,13.549794291229665,8,3
20706,6.0790734375,00BBGH0002,00BBGH0002,East Ham North,Newham,False,17,16,15,231,37.99921195,6,11,10,9,0.052821105576191664,51.545520115831245,117.0,19.246354103614166,9,3
20707,1.7622683594,00BBGH0024,00BBGH0024,East Ham North,Newham,False,9,9,9,80,45.3960372,7,2,2,2,0.05441124509935703,51.54665773233678,10.0,5.674504650020899,5,0
20708,4.8378640625,00BBGH0001,00BBGH0001,East Ham North,Newham,False,12,12,11,248,51.26229195,7,5,5,4,0.05229846560097887,51.5440337750623,58.0,11.98876182767899,8,0
20709,2.9112714844,00BBGH0007,00BBGH0007,East Ham North,Newham,False,11,11,10,126,43.28005845,7,4,4,3,0.05719607564607766,51.543646733275004,21.0,7.213343074504784,6,0
20710,2.6347632813,00BBGH0012,00BBGH0012,East Ham North,Newham,False,10,10,10,105,39.85177748,6,4,4,4,0.058602181061140464,51.5432623578872,30.0,11.386222137268403,8,0
20711,2.9945271484,00BBGH0003,00BBGH0003,East Ham North,Newham,False,12,12,11,125,41.74281742,6,6,6,5,0.05758267843926611,51.545407019078716,33.0,11.020103797566893,7,0
20712,2.9789355469,00BBGH0006,00BBGH0006,East Ham North,Newham,False,15,15,14,119,39.94715499,6,9,9,8,0.05647280994652394,51.544526311405654,37.0,12.42054398877602,8,3
20713,4.0603023438,00BBGP0004,00BBGP0004,Little Ilford,Newham,False,22,22,21,151,37.18934878,6,16,16,15,0.05510678488322111,51.547465683471906,62.0,15.269798835220424,9,1
20714,1.2766861328,00BBGH0004,00BBGH0004,East Ham North,Newham,False,14,14,14,71,55.61272906,8,6,6,6,0.053341029927406504,51.54457487657372,29.0,22.715058349069583,10,3
20715,2.4384474609,00BHGM0011,00BHGM0011,Leyton,Waltham Forest,False,17,17,16,138,56.59338666,8,9,9,8,-0.010137251006116803,51.558783614298946,32.0,13.123104152586173,8,3
20716,10.1646828125,00BBGU0041,00BBGU0041,Stratford and New Town,Newham,False,5,5,5,141,13.87155926,2,3,3,3,-0.011935030581672558,51.54935027534033,,0.0,1,0
20717,7.5328257813,00BBGU0039,00BBGU0039,Stratford and New Town,Newham,False,9,9,13,123,16.32853375,2,7,7,11,-0.010727099089072533,51.55019219064084,,0.0,1,2
20718,2.6876658203,00BBGU0040,00BBGU0040,Stratford and New Town,Newham,False,17,16,15,151,56.18258001,8,9,8,7,-0.0003940583634100523,51.54939603289797,37.0,13.766592453770917,8,3
20719,1.0758197266,00BBGU0043,00BBGU0043,Stratford and New Town,Newham,False,22,22,21,130,120.83808909999998,10,12,12,11,0.004829121136632723,51.54907577851922,4.0,3.7180950498477316,4,3
20720,1.8028798828,00BHGD0010,00BHGD0010,Grove Green,Waltham Forest,False,20,20,22,97,53.802807900000005,8,12,12,14,-0.00763609898881912,51.56035803723424,65.0,36.05342797383173,10,3
20721,1.5874494141,00BHGD0013,00BHGD0013,Grove Green,Waltham Forest,False,18,18,17,96,60.47436797,8,10,10,9,-0.005422750278900198,51.560593805827665,29.0,18.268298657215148,9,3
20722,10.4924296875,00BHFY0013,00BHFY0013,Cathall,Waltham Forest,False,19,19,18,151,14.39132827,2,17,17,16,0.00030468357704134584,51.55651257099398,35.0,3.335738341110518,3,1
20723,1.5743457031,00BHFY0001,00BHFY0001,Cathall,Waltham Forest,False,26,27,26,121,76.85732540000001,9,17,18,17,0.005946327070292947,51.55686497910816,22.0,13.974059164185105,8,1
20727,3.0533808594,00BBGU0004,00BBGU0004,Stratford and New Town,Newham,False,14,14,13,155,50.76340199,7,7,7,6,0.003001525176450919,51.54963126679014,31.0,10.152680398373759,7,3
20728,3.9902757813,00BBGK0037,00BBGK0037,Forest Gate North,Newham,False,15,14,13,145,36.33834049,6,9,8,7,0.008371436907621009,51.549695032573325,48.0,12.029243749253338,8,3
20729,2.7058992188,00BBGK0027,00BBGK0027,Forest Gate North,Newham,False,24,24,24,106,39.17366887,6,18,18,18,0.006245203253120823,51.55008482357523,27.0,9.978198675105808,7,1
20730,2.2356539063,00BBGK0001,00BBGK0001,Forest Gate North,Newham,False,18,22,21,138,61.72690666,8,10,14,13,0.01062226321518616,51.54895864942924,35.0,15.655374877735385,9,3
20731,2.0523251953,00BBGK0036,00BBGK0036,Forest Gate North,Newham,False,24,24,25,147,71.6260758,9,15,15,16,0.011679256190727315,51.5489854923533,19.0,9.257792109901308,7,3
20732,2.6930517578,00BBGK0038,00BBGK0038,Forest Gate North,Newham,False,13,12,11,132,49.01502528,7,6,5,4,0.013248592032012285,51.54967258699856,16.0,5.941215185953452,5,0
20733,3.1949988281,00BBGK0028,00BBGK0028,Forest Gate North,Newham,False,16,20,23,117,36.61973174,6,10,14,17,0.01679675984554466,51.549637721739714,70.0,21.909241212970194,10,3
20734,3.6488050781,00BBGK0034,00BBGK0034,Forest Gate North,Newham,False,23,22,23,129,35.35403981,5,18,17,18,0.018617560557371963,51.5499751041861,50.0,13.703116206480374,8,1
20735,12.0866679688,00BHFY0004,00BHFY0004,Cathall,Waltham Forest,False,21,21,21,116,9.597351421,1,19,19,19,-0.005752468340201906,51.55302403814449,22.0,1.8201873383789349,2,1
20736,2.4417408203,00BBGU0038,00BBGU0038,Stratford and New Town,Newham,False,13,13,13,111,45.45937025,7,6,6,6,-0.001132718803973148,51.55018198633833,34.0,13.924491787716704,8,0
20737,1.8737980469,00BBGU0037,00BBGU0037,Stratford and New Town,Newham,False,22,22,21,109,58.17062313,8,14,14,13,0.004183990392509559,51.55060925368015,13.0,6.937780739769219,6,3
20738,4.5934476563,00BBGK0003,00BBGK0003,Forest Gate North,Newham,False,12,12,12,133,28.95428662,4,8,8,8,0.015518983162854936,51.55133860776187,94.0,20.463931894614543,9,3
20739,33.313334375,00BHGM0010,00BHGM0010,Leyton,Waltham Forest,False,21,22,22,143,4.2925754110000005,1,19,20,19,-0.011291027063980665,51.55723756544498,171.0,5.133079687403702,5,1
20740,1.8712708984,00BHFY0005,00BHFY0005,Cathall,Waltham Forest,False,13,13,13,116,61.98995565,8,5,5,5,0.006399966884603265,51.563140364350176,38.0,20.30705443690237,9,0
20741,3.0279511719,00BHGM0038,00BHGM0038,Leyton,Waltham Forest,False,19,23,22,103,34.01640058,5,14,18,17,-0.01204327216126802,51.56119266828535,42.0,13.870765285044392,8,3
20742,5.3137214844,00BHGM0009,00BHGM0009,Leyton,Waltham Forest,False,28,29,29,116,21.83027476,3,20,20,20,-0.010281263924941088,51.56050813921363,259.0,48.741734161335145,10,1
20743,2.9603388672,00BHGM0004,00BHGM0004,Leyton,Waltham Forest,False,20,20,19,116,39.18470324,6,14,14,13,-0.014622120723927306,51.56227048277908,19.0,6.418184151320121,5,1
20744,3.2301466797,00BHGM0028,00BHGM0028,Leyton,Waltham Forest,False,13,13,12,115,35.60209842,5,8,8,7,-0.014328852529069137,51.56598845085542,19.0,5.882085825825293,5,2
20745,2.4469513672,00BHGM0037,00BHGM0037,Leyton,Waltham Forest,False,8,8,8,118,48.22327145,7,2,2,2,-0.013296347703250505,51.56163834356464,31.0,12.668825549840294,8,0
20746,3.9518675781,00BHGM0002,00BHGM0002,Leyton,Waltham Forest,False,15,15,14,211,53.39247731,8,7,7,6,-0.012144808215627625,51.56541461144835,8.0,2.0243593293291178,2,2
20747,2.5545365234,00BHGM0033,00BHGM0033,Leyton,Waltham Forest,False,20,20,19,126,49.32401586,7,13,13,12,-0.012835711985176438,51.56343445650737,19.0,7.437748423620757,6,3
20748,2.1013439453,00BHGM0026,00BHGM0026,Leyton,Waltham Forest,False,17,17,16,117,55.67865283,8,9,9,8,-0.013061242673233827,51.566998441186115,17.0,8.090060667137946,6,3
20749,1.4645882813,00BHGM0016,00BHGM0016,Leyton,Waltham Forest,False,25,24,23,105,71.69250317,9,16,15,14,-0.012060206076073748,51.572282612442244,6.0,4.096714466863187,4,1
20750,10.7949828125,00BBGQ0012,00BBGQ0012,Manor Park,Newham,False,11,10,13,134,12.413174,1,10,9,12,0.04084021770253726,51.55106271687084,40.0,3.705425075219405,4,2
20752,4.0972214844,00BHGM0013,00BHGM0013,Leyton,Waltham Forest,False,22,24,24,122,29.77627655,4,18,19,19,-0.011158027845497843,51.57020532547022,214.0,52.2305178801771,10,1
20753,2.0349695313,00BHFY0019,00BHFY0019,Cathall,Waltham Forest,False,23,23,22,106,52.08923199,7,16,16,15,-0.005416490072150352,51.554636996695685,6.0,2.948447093538064,3,1
20754,2.5290320313,00BHFY0024,00BHFY0024,Cathall,Waltham Forest,False,18,18,17,99,39.14541167,6,12,12,11,-0.007026996566017093,51.553797478436834,22.0,8.698980371826815,7,3
20755,1.9505140625,00BHFY0021,00BHFY0021,Cathall,Waltham Forest,False,9,9,9,85,43.57825541,7,2,2,2,-0.006516034700929287,51.55492636252036,20.0,10.253707155725774,7,0
20756,7.068125,00BHGM0012,00BHGM0012,Leyton,Waltham Forest,False,19,18,19,117,16.55318773,2,17,16,17,-0.008224443784151667,51.557227810139544,22.0,3.1125652135467328,3,1
20757,2.7183566406,00BBGU0036,00BBGU0036,Stratford and New Town,Newham,False,17,19,21,123,45.24792596,7,10,12,14,-0.0021138982994255767,51.5510628906263,41.0,15.082641985839802,9,3
20758,1.9811257813,00BHFY0003,00BHFY0003,Cathall,Waltham Forest,False,14,13,12,119,60.0668575,8,6,5,4,-0.001899278247311131,51.55424891704623,32.0,16.152432269596652,9,3
20759,2.2966712891,00BHFY0020,00BHFY0020,Cathall,Waltham Forest,False,14,13,12,156,67.92439159,9,5,4,3,-0.0032239137025166223,51.55440456029947,39.0,16.981097898116275,9,0
20760,2.2058138672,00BHFY0025,00BHFY0025,Cathall,Waltham Forest,False,15,14,16,110,49.86821492,7,8,7,9,-0.0027819256489265954,51.55319922056674,29.0,13.147074842181409,8,3
20761,1.4846542969,00BHFY0028,00BHFY0028,Cathall,Waltham Forest,False,12,12,11,103,69.37641996,9,3,3,2,-0.002743222737800451,51.5526338253796,38.0,25.59518406362011,10,0
20762,1.5810103516,00BHFY0031,00BHFY0031,Cathall,Waltham Forest,False,14,13,12,119,75.26832438,9,5,4,3,-0.0029034314044888237,51.55207181634227,33.0,20.872728610918728,9,0
20763,1.5247886719,00BHFY0033,00BHFY0033,Cathall,Waltham Forest,False,14,13,12,107,70.1736588,9,5,4,3,-0.0022168002170145818,51.55161139422453,23.0,15.08405749849931,9,0
20764,2.7926210938,00BBGU0035,00BBGU0035,Stratford and New Town,Newham,False,17,19,20,112,40.10569148,6,11,13,14,0.0015312928725217528,51.55132988724502,34.0,12.174942055506436,8,3
20765,1.9680626953,00BHFY0027,00BHFY0027,Cathall,Waltham Forest,False,25,25,24,91,46.23836437,7,18,18,17,0.0012147935740113957,51.552959354156705,24.0,12.19473345910943,8,1
20766,2.6582152344,00BHFY0030,00BHFY0030,Cathall,Waltham Forest,False,19,19,18,109,41.00495648,6,13,13,12,0.000734073298159669,51.55239202549733,35.0,13.166729144827897,8,3
20767,4.8336664063,00BHFY0002,00BHFY0002,Cathall,Waltham Forest,False,13,12,11,304,62.89221772,8,5,4,3,-0.002590702607152083,51.555555627156615,47.0,9.723467870836545,7,0
20768,3.8028003906,00BHFY0023,00BHFY0023,Cathall,Waltham Forest,False,27,28,28,142,37.34090286,6,20,20,20,0.0034917130026740732,51.5542549978794,211.0,55.48542608798585,10,1
20769,2.0032089844,00BBGU0034,00BBGU0034,Stratford and New Town,Newham,False,20,19,18,120,59.90388468,8,12,11,10,0.003726474497131731,51.55148935360184,27.0,13.478374053961735,8,3
20770,1.0866595703,00BHFX0018,00BHFX0018,Cann Hall,Waltham Forest,False,26,25,24,60,55.215084499999996,8,18,17,16,0.005684031518771898,51.552804797292374,4.0,3.681005633526697,4,1
20771,3.5393824219,00BHFY0032,00BHFY0032,Cathall,Waltham Forest,False,27,26,26,126,35.59943091,5,20,20,19,0.004416014421755644,51.55280308768202,46.0,12.996617634583387,8,1
20772,3.6429023438,00AKHG0010,00AKHG0010,Upper Edmonton,Enfield,False,12,12,16,119,32.66626134,5,7,7,11,-0.08330634358453703,51.60937222294439,,0.0,1,2
20773,2.4466849609,00BHFY0022,00BHFY0022,Cathall,Waltham Forest,False,18,18,17,63,25.74912627,4,14,14,13,0.0005265114029625475,51.554926987427926,11.0,4.49587918991978,4,1
20774,0.9018572266,00BHFY0026,00BHFY0026,Cathall,Waltham Forest,False,25,25,24,134,148.5822767,10,15,15,14,0.0026326912370450506,51.5542058167508,37.0,41.02644954067722,10,3
20775,1.3002480469,00BHFY0029,00BHFY0029,Cathall,Waltham Forest,False,18,18,18,99,76.13931837,9,9,9,9,0.00250391293848426,51.55334292468743,21.0,16.150764502255836,9,3
20776,1.5036197266,00BHGD0015,00BHGD0015,Grove Green,Waltham Forest,False,15,14,13,97,64.5109919,9,6,5,4,-0.006446317740768059,51.55958874334177,34.0,22.612100252821996,10,3
20777,3.4802339844,00BHGM0006,00BHGM0006,Leyton,Waltham Forest,False,20,20,19,130,37.35381028,6,14,14,13,-0.008548154891944909,51.55787537710944,26.0,7.470762056960506,6,1
20778,3.0509275391,00BHFY0017,00BHFY0017,Cathall,Waltham Forest,False,12,12,12,123,40.31560843,6,6,6,6,-0.004304314114870765,51.55654789751974,18.0,5.899845135394419,5,0
20779,2.0104207031,00BHGD0011,00BHGD0011,Grove Green,Waltham Forest,False,18,17,16,119,59.191591,8,10,9,8,-0.004559307298009185,51.5591924643021,19.0,9.450758227222119,7,3
20780,2.0881535156,00BHGD0014,00BHGD0014,Grove Green,Waltham Forest,False,15,15,14,125,59.86149920000001,8,7,7,6,-0.004459110024309937,51.55999829607951,33.0,15.803435788349084,9,3
20781,3.6876683594,00BHGD0016,00BHGD0016,Grove Green,Waltham Forest,False,21,20,22,143,38.77789054,6,15,14,16,-0.005232373920599196,51.55825159280248,32.0,8.677569911738631,7,1
20782,3.280415625,00BHGD0009,00BHGD0009,Grove Green,Waltham Forest,False,21,21,21,128,39.019445899999994,6,15,15,15,-0.008336435840808936,51.561169369838936,57.0,17.375847001094566,9,1
20783,10.6319625,00AKHG0008,00AKHG0008,Upper Edmonton,Enfield,False,15,15,16,123,11.56888956,1,14,14,15,-0.0834680866989629,51.61132712263909,172.0,16.17763418559838,9,1
20784,5.9646046875,00AKHG0014,00AKHG0014,Upper Edmonton,Enfield,False,14,14,21,120,20.11868452,3,11,11,18,-0.08389822674736007,51.61445452018861,92.0,15.424324799396022,9,3
20785,6.7067585938,00BHFY0011,00BHFY0011,Cathall,Waltham Forest,False,12,12,16,100,14.91033241,2,10,10,14,0.0024341166827744915,51.55743575787728,11.0,1.6401365646541755,2,2
20786,3.0712150391,00BHFY0015,00BHFY0015,Cathall,Waltham Forest,False,19,18,19,117,38.09567175,6,13,12,13,0.0038532534954263077,51.558115649924275,79.0,25.72271853134401,10,3
20787,1.9083544922,00BHFY0018,00BHFY0018,Cathall,Waltham Forest,False,20,20,19,121,63.40541052,8,12,12,11,0.001915533898611791,51.556434736866194,18.0,9.432209829762362,7,3
20788,3.3223070313,00BHFY0016,00BHFY0016,Cathall,Waltham Forest,False,23,25,24,108,32.50753136,5,18,19,18,0.005133701002005615,51.55688786295636,231.0,69.52999762626123,10,1
20789,2.8770492188,00BHFY0014,00BHFY0014,Cathall,Waltham Forest,False,23,24,23,105,36.49572601,6,17,18,17,0.005920782914944699,51.55900565950208,55.0,19.116808861177624,9,1
20790,1.7292113281,00BHGD0008,00BHGD0008,Grove Green,Waltham Forest,False,20,20,19,105,60.72132324,8,12,12,11,-0.0014156931339248562,51.56110114344951,26.0,15.035756230308726,9,3
20791,3.0941730469,00BHGD0012,00BHGD0012,Grove Green,Waltham Forest,False,22,22,22,99,31.99562484,5,17,17,17,-0.0016599143101282128,51.56030226350953,43.0,13.897089577158905,8,1
20792,5.7659671875,00BHFY0006,00BHFY0006,Cathall,Waltham Forest,False,24,24,24,154,26.70844197,4,19,19,19,0.006406805298949204,51.56103417689123,125.0,21.678930166475215,9,1
20793,1.5015048828,00BHFY0012,00BHFY0012,Cathall,Waltham Forest,False,21,24,28,148,98.56777803,10,11,14,18,0.0032727844744097397,51.559548194539545,99.0,65.93385152060593,10,3
20794,3.8279742188,00BBGK0030,00BBGK0030,Forest Gate North,Newham,False,19,19,18,139,36.31163431,6,13,13,12,0.011777542177770101,51.55082100298658,70.0,18.286434547081072,9,3
20795,2.2767607422,00BHFX0021,00BHFX0021,Cann Hall,Waltham Forest,False,16,16,15,122,53.58490145,8,8,8,7,0.006975687777966265,51.55173776442613,33.0,14.494276622194649,8,3
20796,7.8813195313,00BBGK0021,00BBGK0021,Forest Gate North,Newham,False,12,12,12,125,15.86028831,2,10,10,10,0.011151370226416255,51.55179844746187,141.0,17.8904052094361,9,3
20797,2.5617166016,00BHFX0019,00BHFX0019,Cann Hall,Waltham Forest,False,15,15,14,116,45.28213618,7,8,8,7,0.007648824831203342,51.55313539211108,24.0,9.368717829681101,7,3
20798,3.0171787109,00BHFX0020,00BHFX0020,Cann Hall,Waltham Forest,False,13,13,13,140,46.40096375,7,6,6,6,0.00921161147645384,51.552166210297095,37.0,12.263111848937578,8,0
20799,2.2910082031,00BHFX0002,00BHFX0002,Cann Hall,Waltham Forest,False,15,14,13,141,61.54495641,8,7,6,5,0.007112030244516163,51.554769544663515,48.0,20.951474523334497,9,3
20800,3.1182607422,00BHFX0001,00BHFX0001,Cann Hall,Waltham Forest,False,22,21,20,182,58.36586965,8,14,13,12,0.010374651670099733,51.555741540035974,54.0,17.317345938781834,9,3
20801,1.6108144531,00BHFX0010,00BHFX0010,Cann Hall,Waltham Forest,False,19,18,17,108,67.04682826,9,10,9,8,0.01235274293618996,51.55548730798669,27.0,16.761707065664023,9,3
20802,2.0033636719,00BHFX0012,00BHFX0012,Cann Hall,Waltham Forest,False,12,12,12,133,66.38834569,9,3,3,3,0.012991395346100366,51.55489003205448,44.0,21.963061733205027,10,0
20803,1.3150390625,00BBGK0031,00BBGK0031,Forest Gate North,Newham,False,23,23,22,117,88.97074113,9,14,14,13,0.008058359655416278,51.55077411228953,44.0,33.45908213277885,10,3
20804,1.7906714844,00BHFX0016,00BHFX0016,Cann Hall,Waltham Forest,False,15,15,14,107,59.75412069,8,7,7,6,0.006265741702123434,51.553829902281144,46.0,25.68868740064469,10,3
20805,2.5614244141,00BHFX0015,00BHFX0015,Cann Hall,Waltham Forest,False,19,18,17,135,52.70504929,8,11,10,9,0.009978486457794016,51.55421598385929,45.0,17.568349763626156,9,3
20806,5.1642023438,00BBGK0018,00BBGK0018,Forest Gate North,Newham,False,12,12,16,113,21.88140442,3,9,9,13,0.017790888321129003,51.55199198759906,77.0,14.910337526267554,9,3
20807,1.5476853516,00BBGK0017,00BBGK0017,Forest Gate North,Newham,False,16,16,15,101,65.25874261,9,7,7,6,0.020776226207420177,51.552272432050536,27.0,17.445406440067,9,3
20808,2.2227412109,00BBGK0024,00BBGK0024,Forest Gate North,Newham,False,17,17,16,125,56.23686617,8,9,9,8,0.01967448180016908,51.551595373519284,22.0,9.897688445292324,7,3
20809,1.8057363281,00BHFX0017,00BHFX0017,Cann Hall,Waltham Forest,False,10,10,10,110,60.9169779,8,2,2,2,0.01770238413500088,51.55403394020076,26.0,14.398558413762025,8,0
20810,1.3222313477,00BHFX0014,00BHFX0014,Cann Hall,Waltham Forest,False,14,14,14,81,61.26008141,8,6,6,6,0.01566295708966798,51.55443229991209,28.0,21.176324437251882,9,3
20811,1.9980216797,00BBGK0026,00BBGK0026,Forest Gate North,Newham,False,14,14,14,128,64.06336893,8,6,6,6,0.016471439184255306,51.551055159053135,2.0,1.0009901395565923,2,0
20812,1.8921972656,00BBGK0004,00BBGK0004,Forest Gate North,Newham,False,13,13,13,137,72.40259908,9,4,4,4,0.02115283744199099,51.55081093390381,4.0,2.113944498662846,3,0
20813,1.2272813477,00BBGK0002,00BBGK0002,Forest Gate North,Newham,False,26,25,24,126,102.66594549999999,10,16,15,14,0.019999883447396307,51.55356815303388,20.0,16.29618183107013,9,3
20814,2.4557056641,00BBGK0014,00BBGK0014,Forest Gate North,Newham,False,16,16,15,118,48.05136125,7,9,9,8,0.022064763235929607,51.55381045434747,19.0,7.737083591800639,6,3
20815,2.2067628906,00BBGK0016,00BBGK0016,Forest Gate North,Newham,False,17,20,20,115,52.11253121,7,10,13,13,0.018990194417748577,51.553081046321104,37.0,16.766640474881296,9,3
20816,1.20285,00BHFX0013,00BHFX0013,Cann Hall,Waltham Forest,False,20,19,18,71,59.02647878,8,12,11,10,0.01977892098602922,51.55460431277821,17.0,14.133100552853639,8,3
20817,1.9176068359,00BHFX0011,00BHFX0011,Cann Hall,Waltham Forest,False,10,10,10,128,66.74986635,9,2,2,2,0.017398389600403186,51.554857498216634,36.0,18.773399909739027,9,0
20818,2.1095832031,00BHFX0009,00BHFX0009,Cann Hall,Waltham Forest,False,16,16,15,131,62.09757444,8,8,8,7,0.00683832611355667,51.55585963670653,34.0,16.116927718251418,9,3
20819,2.3863417969,00BHFX0003,00BHFX0003,Cann Hall,Waltham Forest,False,25,25,24,126,52.80048322,8,17,17,16,0.008525213051526587,51.558097810330004,26.0,10.895337806920848,7,1
20820,4.9615191406,00BHFX0004,00BHFX0004,Cann Hall,Waltham Forest,False,17,17,16,328,66.10878457,9,8,8,7,0.009796740595666079,51.55683415383551,100.0,20.15511724659132,9,3
